postcode,LGA,mean_price 2020 Q1,mean_price 2020 Q2,mean_price 2020 Q3,mean_price 2020 Q4,mean_price 2021 Q1,median_price 2020 Q1,median_price 2020 Q2,median_price 2020 Q3,median_price 2020 Q4,median_price 2021 Q1,median_rent_newb 2020 Q1,median_rent_newb 2020 Q2,median_rent_newb 2020 Q3,median_rent_newb 2020 Q4,median_rent_newb 2021 Q1,new_bonds_no 2020 Q1,new_bonds_no 2020 Q2,new_bonds_no 2020 Q3,new_bonds_no 2020 Q4,new_bonds_no 2021 Q1,sales_no 2020 Q1,sales_no 2020 Q2,sales_no 2020 Q3,sales_no 2020 Q4,sales_no 2021 Q1,total_bonds_no 2020 Q1,total_bonds_no 2020 Q2,total_bonds_no 2020 Q3,total_bonds_no 2020 Q4,total_bonds_no 2021 Q1
2474,KYOGLE,368.0,403.0,379.0,427.0,422.0,340.0,430.0,345.0,395.0,385.0,310.0,300.0,300.0,310.0,340.0,42.0,20.0,35.0,38.0,20.0,20.0,20.0,31.0,47.0,39.0,388.0,389.0,393.0,400.0,406.0
2476,KYOGLE,705.0,725.0,724.0,733.0,760.5,705.0,725.0,724.0,733.0,760.5,450.0,450.0,450.0,450.0,450.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,20.0,20.0,20.0,20.0,20.0
2476,TENTERFIELD,705.0,725.0,724.0,733.0,760.5,705.0,725.0,724.0,733.0,760.5,450.0,450.0,450.0,450.0,450.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,20.0,20.0,20.0,20.0,20.0
2477,BALLINA,606.0,589.0,664.0,674.0,752.0,570.0,573.0,650.0,650.0,650.0,460.0,410.0,438.0,495.0,480.0,102.0,65.0,72.0,57.0,91.0,37.0,34.0,56.0,73.0,60.0,871.0,874.0,883.0,889.0,905.0
2477,LISMORE,606.0,589.0,664.0,674.0,752.0,570.0,573.0,650.0,650.0,650.0,460.0,410.0,438.0,495.0,480.0,102.0,65.0,72.0,57.0,91.0,37.0,34.0,56.0,73.0,60.0,871.0,874.0,883.0,889.0,905.0
2478,BALLINA,713.0,724.0,827.0,853.0,993.0,698.0,693.0,793.0,800.0,848.0,495.0,480.0,540.0,500.0,580.0,281.0,300.0,287.0,213.0,220.0,97.0,80.0,176.0,198.0,154.0,2844.0,2882.0,2975.0,2965.0,2920.0
2479,BALLINA,1241.0,1583.0,1803.0,1863.0,2444.0,1075.0,1375.0,1760.0,1600.0,1663.0,695.0,590.0,655.0,680.0,750.0,42.0,44.0,54.0,45.0,41.0,20.0,20.0,20.0,38.0,20.0,344.0,344.0,372.0,387.0,388.0
2479,BYRON,1241.0,1583.0,1803.0,1863.0,2444.0,1075.0,1375.0,1760.0,1600.0,1663.0,695.0,590.0,655.0,680.0,750.0,42.0,44.0,54.0,45.0,41.0,20.0,20.0,20.0,38.0,20.0,344.0,344.0,372.0,387.0,388.0
2480,BALLINA,441.0,524.0,478.0,526.0,556.0,410.0,452.0,439.0,465.0,518.0,350.0,363.0,370.0,365.0,390.0,315.0,300.0,278.0,260.0,287.0,173.0,128.0,220.0,253.0,218.0,3878.0,3904.0,3954.0,3946.0,3939.0
2480,BYRON,441.0,524.0,478.0,526.0,556.0,410.0,452.0,439.0,465.0,518.0,350.0,363.0,370.0,365.0,390.0,315.0,300.0,278.0,260.0,287.0,173.0,128.0,220.0,253.0,218.0,3878.0,3904.0,3954.0,3946.0,3939.0
2480,KYOGLE,441.0,524.0,478.0,526.0,556.0,410.0,452.0,439.0,465.0,518.0,350.0,363.0,370.0,365.0,390.0,315.0,300.0,278.0,260.0,287.0,173.0,128.0,220.0,253.0,218.0,3878.0,3904.0,3954.0,3946.0,3939.0
2480,LISMORE,441.0,524.0,478.0,526.0,556.0,410.0,452.0,439.0,465.0,518.0,350.0,363.0,370.0,365.0,390.0,315.0,300.0,278.0,260.0,287.0,173.0,128.0,220.0,253.0,218.0,3878.0,3904.0,3954.0,3946.0,3939.0
2480,RICHMOND VALLEY,441.0,524.0,478.0,526.0,556.0,410.0,452.0,439.0,465.0,518.0,350.0,363.0,370.0,365.0,390.0,315.0,300.0,278.0,260.0,287.0,173.0,128.0,220.0,253.0,218.0,3878.0,3904.0,3954.0,3946.0,3939.0
2481,BALLINA,1055.0,1420.0,1412.0,1632.0,2051.0,898.0,1440.0,1251.0,1267.0,2000.0,670.0,600.0,675.0,750.0,790.0,165.0,182.0,211.0,139.0,133.0,68.0,48.0,126.0,107.0,84.0,1276.0,1316.0,1395.0,1412.0,1362.0
2481,BYRON,1055.0,1420.0,1412.0,1632.0,2051.0,898.0,1440.0,1251.0,1267.0,2000.0,670.0,600.0,675.0,750.0,790.0,165.0,182.0,211.0,139.0,133.0,68.0,48.0,126.0,107.0,84.0,1276.0,1316.0,1395.0,1412.0,1362.0
2482,BYRON,876.0,1078.0,1087.0,1099.0,1239.0,820.0,975.0,980.0,1010.0,1250.0,550.0,520.0,650.0,625.0,650.0,33.0,39.0,52.0,20.0,33.0,20.0,20.0,38.0,50.0,39.0,502.0,505.0,534.0,540.0,532.0
2483,BYRON,860.0,997.0,905.0,1027.0,1167.0,853.0,956.0,855.0,920.0,1050.0,520.0,520.0,538.0,600.0,620.0,85.0,93.0,104.0,64.0,97.0,38.0,20.0,75.0,92.0,57.0,1036.0,1051.0,1095.0,1084.0,1073.0
2483,TWEED,860.0,997.0,905.0,1027.0,1167.0,853.0,956.0,855.0,920.0,1050.0,520.0,520.0,538.0,600.0,620.0,85.0,93.0,104.0,64.0,97.0,38.0,20.0,75.0,92.0,57.0,1036.0,1051.0,1095.0,1084.0,1073.0
2484,TWEED,569.0,568.0,635.0,669.0,841.0,540.0,560.0,575.0,620.0,725.0,443.0,400.0,445.0,468.0,470.0,116.0,89.0,105.0,92.0,95.0,49.0,51.0,73.0,124.0,97.0,1296.0,1302.0,1331.0,1337.0,1325.0
2485,TWEED,554.0,570.0,605.0,599.0,637.0,475.0,546.0,600.0,595.0,620.0,428.0,420.0,430.0,430.0,490.0,162.0,156.0,169.0,172.0,145.0,103.0,76.0,113.0,139.0,169.0,1995.0,2012.0,2025.0,2101.0,2111.0
2486,TWEED,609.0,547.0,556.0,621.0,675.0,600.0,542.0,563.0,609.0,670.0,500.0,500.0,505.0,500.0,530.0,157.0,140.0,152.0,162.0,126.0,149.0,127.0,178.0,230.0,207.0,2006.0,2000.0,1993.0,2077.0,2046.0
2487,TWEED,921.0,1148.0,996.0,1061.0,1079.0,862.0,1010.0,930.0,883.0,873.0,615.0,540.0,550.0,605.0,650.0,129.0,135.0,154.0,104.0,122.0,54.0,46.0,99.0,134.0,102.0,1227.0,1235.0,1273.0,1298.0,1277.0
2488,TWEED,733.0,725.0,901.0,868.0,741.0,780.0,725.0,823.0,805.0,815.0,498.0,473.0,515.0,500.0,600.0,20.0,20.0,32.0,20.0,20.0,20.0,5.0,20.0,20.0,20.0,303.0,300.0,306.0,324.0,311.0
2489,TWEED,696.0,804.0,800.0,859.0,955.0,725.0,810.0,775.0,840.0,960.0,543.0,495.0,550.0,560.0,580.0,62.0,43.0,49.0,47.0,55.0,39.0,20.0,36.0,55.0,33.0,555.0,574.0,576.0,579.0,572.0
2490,TWEED,705.0,725.0,724.0,733.0,760.5,705.0,725.0,724.0,733.0,760.5,450.0,450.0,450.0,450.0,450.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,20.0,20.0,20.0,20.0,20.0
2500,WOLLONGONG,642.0,637.0,641.0,700.0,707.0,620.0,608.0,615.0,639.0,654.0,440.0,400.0,430.0,455.0,460.0,1026.0,660.0,860.0,827.0,947.0,147.0,130.0,235.0,305.0,272.0,7516.0,7475.0,7648.0,7826.0,7871.0
2502,WOLLONGONG,535.0,524.0,595.0,593.0,597.0,520.0,513.0,570.0,575.0,560.0,363.0,380.0,375.0,400.0,395.0,102.0,102.0,94.0,92.0,86.0,20.0,20.0,41.0,35.0,39.0,1204.0,1217.0,1240.0,1249.0,1246.0
2505,WOLLONGONG,627.0,734.0,713.0,594.0,716.0,590.0,675.0,660.0,580.0,715.0,390.0,360.0,340.0,310.0,350.0,47.0,47.0,42.0,53.0,48.0,20.0,20.0,20.0,20.0,20.0,642.0,649.0,659.0,674.0,684.0
2506,WOLLONGONG,576.0,556.0,550.0,631.0,624.0,550.0,518.0,558.0,590.0,608.0,435.0,423.0,420.0,450.0,420.0,40.0,40.0,33.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,455.0,450.0,467.0,467.0,465.0
2508,CAMPBELLTOWN,948.0,911.0,901.0,976.0,1061.0,868.0,895.0,905.0,911.0,1010.0,550.0,550.0,550.0,600.0,550.0,34.0,52.0,40.0,31.0,35.0,34.0,20.0,31.0,48.0,20.0,373.0,384.0,396.0,397.0,384.0
2508,SUTHERLAND SHIRE,948.0,911.0,901.0,976.0,1061.0,868.0,895.0,905.0,911.0,1010.0,550.0,550.0,550.0,600.0,550.0,34.0,52.0,40.0,31.0,35.0,34.0,20.0,31.0,48.0,20.0,373.0,384.0,396.0,397.0,384.0
2508,WOLLONDILLY,948.0,911.0,901.0,976.0,1061.0,868.0,895.0,905.0,911.0,1010.0,550.0,550.0,550.0,600.0,550.0,34.0,52.0,40.0,31.0,35.0,34.0,20.0,31.0,48.0,20.0,373.0,384.0,396.0,397.0,384.0
2508,WOLLONGONG,948.0,911.0,901.0,976.0,1061.0,868.0,895.0,905.0,911.0,1010.0,550.0,550.0,550.0,600.0,550.0,34.0,52.0,40.0,31.0,35.0,34.0,20.0,31.0,48.0,20.0,373.0,384.0,396.0,397.0,384.0
2515,WOLLONGONG,1256.0,1359.0,1456.0,1361.0,1509.0,1200.0,1400.0,1350.0,1350.0,1508.0,600.0,580.0,578.0,650.0,630.0,98.0,74.0,60.0,64.0,67.0,20.0,33.0,51.0,65.0,36.0,762.0,765.0,773.0,781.0,776.0
2516,WOLLONGONG,884.0,933.0,1518.0,1282.0,1512.0,860.0,946.0,1400.0,1193.0,1560.0,500.0,650.0,510.0,580.0,585.0,33.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,294.0,291.0,291.0,287.0,282.0
2517,WOLLONGONG,860.0,821.0,842.0,889.0,964.0,870.0,801.0,841.0,786.0,933.0,470.0,460.0,460.0,550.0,520.0,71.0,60.0,69.0,58.0,67.0,37.0,20.0,52.0,64.0,64.0,762.0,772.0,780.0,765.0,772.0
2518,WOLLONGONG,735.0,692.0,743.0,877.0,849.0,688.0,710.0,745.0,835.0,818.0,410.0,420.0,400.0,450.0,460.0,179.0,134.0,151.0,143.0,165.0,68.0,51.0,83.0,93.0,61.0,1830.0,1844.0,1875.0,1888.0,1899.0
2519,WOLLONGONG,821.0,752.0,856.0,793.0,873.0,803.0,740.0,795.0,833.0,845.0,440.0,400.0,460.0,490.0,490.0,131.0,103.0,128.0,126.0,147.0,52.0,37.0,71.0,64.0,81.0,1478.0,1470.0,1505.0,1511.0,1522.0
2525,WOLLONGONG,760.0,714.0,745.0,819.0,851.0,730.0,715.0,730.0,775.0,860.0,463.0,480.0,470.0,500.0,530.0,60.0,56.0,63.0,63.0,48.0,32.0,20.0,35.0,43.0,42.0,606.0,609.0,623.0,637.0,629.0
2526,WOLLONGONG,712.0,693.0,710.0,784.0,746.0,690.0,665.0,666.0,755.0,737.0,450.0,450.0,455.0,450.0,480.0,73.0,56.0,71.0,47.0,71.0,35.0,34.0,52.0,55.0,55.0,714.0,718.0,737.0,733.0,731.0
2527,KIAMA,607.0,606.0,608.0,612.0,668.0,597.0,585.0,595.0,601.0,650.0,475.0,460.0,490.0,500.0,500.0,149.0,113.0,126.0,120.0,120.0,104.0,79.0,99.0,130.0,130.0,1215.0,1227.0,1283.0,1315.0,1338.0
2527,SHELLHARBOUR,607.0,606.0,608.0,612.0,668.0,597.0,585.0,595.0,601.0,650.0,475.0,460.0,490.0,500.0,500.0,149.0,113.0,126.0,120.0,120.0,104.0,79.0,99.0,130.0,130.0,1215.0,1227.0,1283.0,1315.0,1338.0
2528,SHELLHARBOUR,594.0,600.0,576.0,611.0,686.0,570.0,600.0,560.0,586.0,672.0,415.0,420.0,440.0,450.0,420.0,154.0,160.0,175.0,126.0,147.0,76.0,56.0,83.0,84.0,75.0,2023.0,2044.0,2089.0,2060.0,2071.0
2528,WOLLONGONG,594.0,600.0,576.0,611.0,686.0,570.0,600.0,560.0,586.0,672.0,415.0,420.0,440.0,450.0,420.0,154.0,160.0,175.0,126.0,147.0,76.0,56.0,83.0,84.0,75.0,2023.0,2044.0,2089.0,2060.0,2071.0
2529,SHELLHARBOUR,699.0,784.0,799.0,752.0,818.0,690.0,750.0,758.0,704.0,745.0,490.0,500.0,500.0,530.0,540.0,191.0,184.0,189.0,222.0,178.0,107.0,88.0,126.0,130.0,145.0,1978.0,1996.0,2033.0,2086.0,2107.0
2530,WOLLONGONG,605.0,609.0,591.0,620.0,638.0,590.0,593.0,577.0,595.0,616.0,450.0,450.0,470.0,470.0,460.0,157.0,152.0,160.0,142.0,136.0,110.0,93.0,128.0,147.0,128.0,1780.0,1787.0,1847.0,1881.0,1888.0
2533,KIAMA,858.0,943.0,1089.0,998.0,1123.0,822.0,870.0,1000.0,920.0,978.0,500.0,500.0,500.0,570.0,550.0,119.0,120.0,96.0,77.0,93.0,51.0,57.0,97.0,105.0,68.0,1035.0,1053.0,1072.0,1074.0,1056.0
2534,KIAMA,889.0,976.0,1006.0,1269.0,1384.0,920.0,900.0,950.0,1045.0,1314.0,520.0,550.0,560.0,520.0,520.0,49.0,38.0,31.0,34.0,33.0,20.0,20.0,20.0,44.0,34.0,397.0,405.0,407.0,387.0,374.0
2534,SHOALHAVEN,889.0,976.0,1006.0,1269.0,1384.0,920.0,900.0,950.0,1045.0,1314.0,520.0,550.0,560.0,520.0,520.0,49.0,38.0,31.0,34.0,33.0,20.0,20.0,20.0,44.0,34.0,397.0,405.0,407.0,387.0,374.0
2535,KIAMA,1134.0,1096.0,1075.0,1072.0,1506.0,885.0,865.0,870.0,900.0,1250.0,440.0,500.0,520.0,510.0,520.0,39.0,39.0,38.0,38.0,39.0,35.0,20.0,49.0,41.0,45.0,349.0,358.0,368.0,373.0,380.0
2535,SHOALHAVEN,1134.0,1096.0,1075.0,1072.0,1506.0,885.0,865.0,870.0,900.0,1250.0,440.0,500.0,520.0,510.0,520.0,39.0,39.0,38.0,38.0,39.0,35.0,20.0,49.0,41.0,45.0,349.0,358.0,368.0,373.0,380.0
2536,EUROBODALLA,527.0,517.0,549.0,609.0,606.0,495.0,513.0,520.0,580.0,590.0,393.0,380.0,385.0,400.0,410.0,188.0,183.0,187.0,131.0,158.0,113.0,106.0,159.0,181.0,197.0,1746.0,1768.0,1809.0,1777.0,1770.0
2536,SHOALHAVEN,527.0,517.0,549.0,609.0,606.0,495.0,513.0,520.0,580.0,590.0,393.0,380.0,385.0,400.0,410.0,188.0,183.0,187.0,131.0,158.0,113.0,106.0,159.0,181.0,197.0,1746.0,1768.0,1809.0,1777.0,1770.0
2537,EUROBODALLA,559.0,567.0,582.0,649.0,684.0,516.0,540.0,550.0,603.0,665.0,410.0,370.0,383.0,380.0,390.0,70.0,73.0,62.0,49.0,48.0,60.0,54.0,94.0,106.0,71.0,746.0,760.0,776.0,764.0,743.0
2538,SHOALHAVEN,705.0,725.0,977.0,926.0,1315.0,705.0,725.0,895.0,825.0,1225.0,415.0,430.0,450.0,450.0,450.0,20.0,20.0,5.0,5.0,5.0,5.0,5.0,20.0,20.0,20.0,75.0,78.0,84.0,87.0,88.0
2539,SHOALHAVEN,637.0,627.0,665.0,714.0,760.0,600.0,598.0,645.0,674.0,745.0,400.0,400.0,380.0,420.0,420.0,142.0,97.0,105.0,79.0,95.0,98.0,92.0,144.0,180.0,197.0,1274.0,1282.0,1308.0,1270.0,1268.0
2540,SHOALHAVEN,559.0,640.0,673.0,698.0,729.0,520.0,590.0,640.0,640.0,680.0,390.0,380.0,390.0,400.0,440.0,320.0,310.0,291.0,239.0,243.0,212.0,183.0,319.0,361.0,351.0,3300.0,3357.0,3406.0,3360.0,3348.0
2541,SHOALHAVEN,492.0,489.0,501.0,518.0,573.0,463.0,480.0,481.0,500.0,561.0,370.0,355.0,380.0,400.0,420.0,255.0,255.0,250.0,241.0,212.0,96.0,101.0,164.0,163.0,158.0,2664.0,2713.0,2783.0,2819.0,2823.0
2546,BEGA VALLEY,489.0,517.0,542.0,667.0,666.0,484.0,475.0,530.0,595.0,647.0,360.0,350.0,355.0,350.0,400.0,75.0,64.0,62.0,52.0,52.0,46.0,45.0,64.0,96.0,82.0,658.0,677.0,697.0,712.0,704.0
2546,EUROBODALLA,489.0,517.0,542.0,667.0,666.0,484.0,475.0,530.0,595.0,647.0,360.0,350.0,355.0,350.0,400.0,75.0,64.0,62.0,52.0,52.0,46.0,45.0,64.0,96.0,82.0,658.0,677.0,697.0,712.0,704.0
2546,SNOWY MONARO REGIONAL,489.0,517.0,542.0,667.0,666.0,484.0,475.0,530.0,595.0,647.0,360.0,350.0,355.0,350.0,400.0,75.0,64.0,62.0,52.0,52.0,46.0,45.0,64.0,96.0,82.0,658.0,677.0,697.0,712.0,704.0
2548,BEGA VALLEY,486.0,534.0,519.0,566.0,578.0,495.0,546.0,480.0,525.0,585.0,350.0,350.0,333.0,340.0,390.0,85.0,72.0,90.0,74.0,77.0,50.0,20.0,68.0,123.0,79.0,743.0,743.0,755.0,761.0,761.0
2549,BEGA VALLEY,411.0,725.0,685.0,702.0,605.0,385.0,725.0,649.0,740.0,550.0,380.0,380.0,370.0,340.0,358.0,20.0,20.0,20.0,20.0,20.0,20.0,5.0,20.0,20.0,20.0,155.0,159.0,157.0,159.0,158.0
2550,BEGA VALLEY,459.0,506.0,552.0,540.0,580.0,430.0,460.0,550.0,515.0,550.0,350.0,350.0,350.0,360.0,400.0,71.0,69.0,75.0,66.0,59.0,52.0,53.0,72.0,75.0,107.0,900.0,895.0,910.0,925.0,916.0
2550,EUROBODALLA,459.0,506.0,552.0,540.0,580.0,430.0,460.0,550.0,515.0,550.0,350.0,350.0,350.0,360.0,400.0,71.0,69.0,75.0,66.0,59.0,52.0,53.0,72.0,75.0,107.0,900.0,895.0,910.0,925.0,916.0
2551,BEGA VALLEY,705.0,725.0,449.0,538.0,546.0,705.0,725.0,425.0,490.0,538.0,340.0,350.0,343.0,350.0,395.0,20.0,20.0,20.0,20.0,20.0,5.0,5.0,20.0,20.0,20.0,277.0,281.0,298.0,289.0,287.0
2551,SNOWY MONARO REGIONAL,705.0,725.0,449.0,538.0,546.0,705.0,725.0,425.0,490.0,538.0,340.0,350.0,343.0,350.0,395.0,20.0,20.0,20.0,20.0,20.0,5.0,5.0,20.0,20.0,20.0,277.0,281.0,298.0,289.0,287.0
2556,CAMDEN,705.0,725.0,724.0,733.0,760.5,705.0,725.0,724.0,733.0,760.5,450.0,660.0,583.0,450.0,600.0,5.0,20.0,20.0,5.0,20.0,5.0,5.0,5.0,5.0,5.0,129.0,134.0,141.0,136.0,139.0
2556,LIVERPOOL,705.0,725.0,724.0,733.0,760.5,705.0,725.0,724.0,733.0,760.5,450.0,660.0,583.0,450.0,600.0,5.0,20.0,20.0,5.0,20.0,5.0,5.0,5.0,5.0,5.0,129.0,134.0,141.0,136.0,139.0
2557,CAMDEN,719.0,772.0,833.0,823.0,848.0,720.0,750.0,753.0,762.0,800.0,520.0,505.0,530.0,550.0,540.0,139.0,100.0,134.0,146.0,117.0,65.0,36.0,66.0,85.0,61.0,1183.0,1221.0,1302.0,1368.0,1395.0
2557,CAMPBELLTOWN,719.0,772.0,833.0,823.0,848.0,720.0,750.0,753.0,762.0,800.0,520.0,505.0,530.0,550.0,540.0,139.0,100.0,134.0,146.0,117.0,65.0,36.0,66.0,85.0,61.0,1183.0,1221.0,1302.0,1368.0,1395.0
2557,LIVERPOOL,719.0,772.0,833.0,823.0,848.0,720.0,750.0,753.0,762.0,800.0,520.0,505.0,530.0,550.0,540.0,139.0,100.0,134.0,146.0,117.0,65.0,36.0,66.0,85.0,61.0,1183.0,1221.0,1302.0,1368.0,1395.0
2558,CAMPBELLTOWN,631.0,629.0,619.0,623.0,674.0,623.0,639.0,622.0,616.0,672.0,405.0,420.0,413.0,430.0,420.0,50.0,55.0,52.0,41.0,42.0,20.0,20.0,34.0,20.0,39.0,631.0,646.0,656.0,650.0,650.0
2559,CAMPBELLTOWN,705.0,725.0,724.0,733.0,760.5,705.0,725.0,724.0,733.0,760.5,450.0,418.0,370.0,450.0,510.0,5.0,20.0,20.0,5.0,20.0,5.0,5.0,5.0,5.0,5.0,88.0,97.0,102.0,98.0,100.0
2560,CAMPBELLTOWN,574.0,574.0,569.0,598.0,639.0,580.0,575.0,565.0,605.0,649.0,390.0,390.0,390.0,400.0,400.0,745.0,698.0,710.0,596.0,597.0,219.0,191.0,279.0,316.0,337.0,7306.0,7435.0,7622.0,7676.0,7658.0
2560,WOLLONDILLY,574.0,574.0,569.0,598.0,639.0,580.0,575.0,565.0,605.0,649.0,390.0,390.0,390.0,400.0,400.0,745.0,698.0,710.0,596.0,597.0,219.0,191.0,279.0,316.0,337.0,7306.0,7435.0,7622.0,7676.0,7658.0
2560,WOLLONGONG,574.0,574.0,569.0,598.0,639.0,580.0,575.0,565.0,605.0,649.0,390.0,390.0,390.0,400.0,400.0,745.0,698.0,710.0,596.0,597.0,219.0,191.0,279.0,316.0,337.0,7306.0,7435.0,7622.0,7676.0,7658.0
2564,CAMPBELLTOWN,517.0,559.0,602.0,581.0,693.0,524.0,553.0,626.0,595.0,711.0,380.0,365.0,380.0,380.0,380.0,82.0,75.0,81.0,77.0,71.0,20.0,20.0,38.0,31.0,36.0,961.0,968.0,986.0,998.0,983.0
2565,CAMPBELLTOWN,684.0,647.0,662.0,719.0,734.0,673.0,678.0,680.0,700.0,750.0,435.0,440.0,460.0,480.0,500.0,230.0,192.0,255.0,257.0,211.0,50.0,67.0,79.0,121.0,106.0,2143.0,2176.0,2295.0,2427.0,2458.0
2565,LIVERPOOL,684.0,647.0,662.0,719.0,734.0,673.0,678.0,680.0,700.0,750.0,435.0,440.0,460.0,480.0,500.0,230.0,192.0,255.0,257.0,211.0,50.0,67.0,79.0,121.0,106.0,2143.0,2176.0,2295.0,2427.0,2458.0
2566,CAMDEN,643.0,606.0,612.0,643.0,713.0,658.0,610.0,615.0,650.0,718.0,400.0,420.0,400.0,430.0,405.0,144.0,135.0,152.0,113.0,126.0,66.0,59.0,66.0,79.0,88.0,1729.0,1746.0,1756.0,1759.0,1764.0
2566,CAMPBELLTOWN,643.0,606.0,612.0,643.0,713.0,658.0,610.0,615.0,650.0,718.0,400.0,420.0,400.0,430.0,405.0,144.0,135.0,152.0,113.0,126.0,66.0,59.0,66.0,79.0,88.0,1729.0,1746.0,1756.0,1759.0,1764.0
2567,CAMDEN,789.0,770.0,783.0,840.0,898.0,751.0,725.0,750.0,762.0,840.0,470.0,475.0,470.0,490.0,485.0,186.0,183.0,167.0,183.0,161.0,91.0,93.0,172.0,180.0,153.0,2283.0,2295.0,2311.0,2301.0,2302.0
2567,CAMPBELLTOWN,789.0,770.0,783.0,840.0,898.0,751.0,725.0,750.0,762.0,840.0,470.0,475.0,470.0,490.0,485.0,186.0,183.0,167.0,183.0,161.0,91.0,93.0,172.0,180.0,153.0,2283.0,2295.0,2311.0,2301.0,2302.0
2570,CAMDEN,773.0,776.0,786.0,802.0,883.0,713.0,720.0,720.0,780.0,825.0,500.0,500.0,500.0,520.0,520.0,436.0,374.0,410.0,413.0,376.0,185.0,166.0,263.0,308.0,235.0,3552.0,3645.0,3809.0,3874.0,3947.0
2570,LIVERPOOL,773.0,776.0,786.0,802.0,883.0,713.0,720.0,720.0,780.0,825.0,500.0,500.0,500.0,520.0,520.0,436.0,374.0,410.0,413.0,376.0,185.0,166.0,263.0,308.0,235.0,3552.0,3645.0,3809.0,3874.0,3947.0
2570,WOLLONDILLY,773.0,776.0,786.0,802.0,883.0,713.0,720.0,720.0,780.0,825.0,500.0,500.0,500.0,520.0,520.0,436.0,374.0,410.0,413.0,376.0,185.0,166.0,263.0,308.0,235.0,3552.0,3645.0,3809.0,3874.0,3947.0
2571,WINGECARRIBEE,843.0,880.0,849.0,896.0,904.0,751.0,815.0,750.0,808.0,800.0,450.0,430.0,458.0,455.0,450.0,68.0,61.0,62.0,64.0,48.0,40.0,49.0,61.0,54.0,55.0,591.0,604.0,613.0,615.0,609.0
2571,WOLLONDILLY,843.0,880.0,849.0,896.0,904.0,751.0,815.0,750.0,808.0,800.0,450.0,430.0,458.0,455.0,450.0,68.0,61.0,62.0,64.0,48.0,40.0,49.0,61.0,54.0,55.0,591.0,604.0,613.0,615.0,609.0
2572,WOLLONDILLY,752.0,725.0,774.0,674.0,663.0,658.0,725.0,695.0,670.0,708.0,485.0,470.0,450.0,450.0,450.0,20.0,20.0,31.0,20.0,20.0,20.0,5.0,20.0,35.0,20.0,230.0,232.0,254.0,260.0,266.0
2573,WOLLONDILLY,698.0,651.0,711.0,652.0,760.0,633.0,593.0,640.0,641.0,683.0,420.0,410.0,423.0,400.0,440.0,47.0,38.0,52.0,46.0,44.0,20.0,20.0,20.0,20.0,20.0,486.0,483.0,504.0,516.0,512.0
2574,WINGECARRIBEE,705.0,790.0,834.0,841.0,870.0,705.0,631.0,733.0,770.0,840.0,420.0,410.0,420.0,425.0,500.0,20.0,20.0,20.0,20.0,20.0,5.0,20.0,20.0,20.0,20.0,249.0,252.0,252.0,256.0,256.0
2574,WOLLONDILLY,705.0,790.0,834.0,841.0,870.0,705.0,631.0,733.0,770.0,840.0,420.0,410.0,420.0,425.0,500.0,20.0,20.0,20.0,20.0,20.0,5.0,20.0,20.0,20.0,20.0,249.0,252.0,252.0,256.0,256.0
2574,WOLLONGONG,705.0,790.0,834.0,841.0,870.0,705.0,631.0,733.0,770.0,840.0,420.0,410.0,420.0,425.0,500.0,20.0,20.0,20.0,20.0,20.0,5.0,20.0,20.0,20.0,20.0,249.0,252.0,252.0,256.0,256.0
2575,WINGECARRIBEE,723.0,792.0,865.0,773.0,890.0,685.0,700.0,725.0,696.0,830.0,475.0,480.0,480.0,498.0,500.0,110.0,82.0,145.0,92.0,91.0,52.0,55.0,117.0,116.0,116.0,1076.0,1081.0,1137.0,1129.0,1135.0
2576,WINGECARRIBEE,1189.0,1346.0,1275.0,1432.0,1387.0,1120.0,1238.0,1093.0,1250.0,1285.0,570.0,540.0,570.0,575.0,600.0,89.0,91.0,103.0,93.0,95.0,65.0,73.0,104.0,149.0,107.0,781.0,809.0,842.0,856.0,837.0
2577,KIAMA,834.0,1014.0,1094.0,1063.0,997.0,681.0,830.0,910.0,848.0,855.0,450.0,450.0,450.0,500.0,530.0,120.0,78.0,84.0,88.0,87.0,64.0,73.0,104.0,156.0,141.0,897.0,906.0,934.0,957.0,937.0
2577,SHELLHARBOUR,834.0,1014.0,1094.0,1063.0,997.0,681.0,830.0,910.0,848.0,855.0,450.0,450.0,450.0,500.0,530.0,120.0,78.0,84.0,88.0,87.0,64.0,73.0,104.0,156.0,141.0,897.0,906.0,934.0,957.0,937.0
2577,SHOALHAVEN,834.0,1014.0,1094.0,1063.0,997.0,681.0,830.0,910.0,848.0,855.0,450.0,450.0,450.0,500.0,530.0,120.0,78.0,84.0,88.0,87.0,64.0,73.0,104.0,156.0,141.0,897.0,906.0,934.0,957.0,937.0
2577,WINGECARRIBEE,834.0,1014.0,1094.0,1063.0,997.0,681.0,830.0,910.0,848.0,855.0,450.0,450.0,450.0,500.0,530.0,120.0,78.0,84.0,88.0,87.0,64.0,73.0,104.0,156.0,141.0,897.0,906.0,934.0,957.0,937.0
